SERVICE REQUEST TYPE,SERVICE REQUEST NUMBER,DATE SERVICE REQUEST WAS RECEIVED,"LOCATION OF BUILDING ON THE LOT (IF GARAGE, CHANGE TYPE CODE TO BGD).",IS THE BUILDING DANGEROUS OR HAZARDOUS?,IS BUILDING OPEN OR BOARDED?,"IF THE BUILDING IS OPEN, WHERE IS THE ENTRY POINT?",IS THE BUILDING CURRENTLY VACANT OR OCCUPIED?,IS THE BUILDING VACANT DUE TO FIRE?,"ANY PEOPLE USING PROPERTY? (HOMELESS, CHILDEN, GANGS)",ADDRESS STREET NUMBER,ADDRESS STREET DIRECTION,ADDRESS STREET NAME,ADDRESS STREET SUFFIX,ZIP CODE,X COORDINATE,Y COORDINATE,Ward,Police District,Community Area,LATITUDE,LONGITUDE,Location
Vacant/Abandoned Building,16-03570011,05/23/2016,Front,,Open,"FRONT/REAR DOORS, WINDOWS",Vacant,false,false,10505,S,COTTAGE GROVE,AVE,60628,1182485.48260869,1835422.06091709,9,5,50,41.70360843569369,-87.60738560876283,"(41.70360843569369, -87.60738560876283)"
Vacant/Abandoned Building,16-03578829,05/23/2016,Front,,Open,DOORS / WINDOWS,Occupied,false,true,4547,S,WOLCOTT,AVE,60609,1164449.28903087,1874525.10000413,15,9,61,41.81131095864511,-87.67233037309958,"(41.81131095864511, -87.67233037309958)"
Vacant/Abandoned Building,16-03573860,05/23/2016,Front,,Open,,Vacant,false,true,10935,S,AVENUE F,,60617,1203516.61001816,1833063.41996952,10,4,52,41.69662383853499,-87.53045607226912,"(41.69662383853499, -87.53045607226912)"
Vacant/Abandoned Building,16-03573615,05/23/2016,Rear,,Open,SIDE WINDOW BROKEN BY THE DOOR,Vacant,false,true,12333,S,LOWE,AVE,60628,1174182.91002497,1823094.49000804,34,5,53,41.66996769315854,-87.63815209282707,"(41.66996769315854, -87.63815209282707)"
Vacant/Abandoned Building,16-03579617,05/23/2016,Front,,Open,FRONT DOOR,Vacant,false,false,7439,S,COTTAGE GROVE,AVE,,1182848.39729531,1855860.88987286,8,3,69,41.75968653568038,-87.60542375663044,"(41.75968653568038, -87.60542375663044)"
Vacant/Abandoned Building,16-03564324,05/23/2016,,,,,,,,8905,S,CORNELL,AVE,60617,1188791.48842409,1846285.82138726,8,4,48,41.73327158029607,-87.58394832777701,"(41.73327158029607, -87.58394832777701)"
Vacant/Abandoned Building,16-03565023,05/23/2016,Front,,Open,ALL OVER,Vacant,false,false,8222,S,PAXTON,AVE,60617,1192282.24196914,1850886.0292106,8,4,46,41.74581084953955,-87.571010942693,"(41.74581084953955, -87.571010942693)"
Vacant/Abandoned Building,16-03565507,05/23/2016,,,,,,,,1527,E,74TH,ST,60619,1187764.54820956,1856227.78883106,8,3,43,41.760577775143354,-87.58739470756483,"(41.760577775143354, -87.58739470756483)"
Vacant/Abandoned Building,16-03558326,05/23/2016,Front,,Open,FRONT,Vacant,false,false,1010,W,MARQUETTE,RD,60621,1170691.57039009,1860393.55413433,6,7,68,41.77239837307128,-87.64984621177284,"(41.77239837307128, -87.64984621177284)"
Vacant/Abandoned Building,16-03565596,05/23/2016,,,,,,,,1528,E,74TH,ST,60619,1187774.84820956,1856227.98883106,7,3,43,41.76057807886402,-87.58735695186652,"(41.76057807886402, -87.58735695186652)"
Vacant/Abandoned Building,16-03565503,05/23/2016,,,,,,,,1525,E,74TH,ST,60619,1187743.94820956,1856227.38883106,8,3,43,41.76057716766478,-87.58747021896093,"(41.76057716766478, -87.58747021896093)"
Vacant/Abandoned Building,16-03568318,05/23/2016,Front,,Open,SIDE WINDOW,Vacant,false,true,7341,S,MARYLAND,AVE,60619,1183171.52819449,1856521.37310131,8,3,69,41.76149145889704,-87.6042189816839,"(41.76149145889704, -87.6042189816839)"
Vacant/Abandoned Building,16-03566400,05/23/2016,,,,,,,,7531,S,NORMAL,AVE,60620,1174339.5998741,1854987.47007514,6,6,69,41.75748310705411,-87.6366341418435,"(41.75748310705411, -87.6366341418435)"
Vacant/Abandoned Building,16-03578044,05/23/2016,Front,,Boarded,,Vacant,false,false,7235,S,MARSHFIELD,AVE,60636,1166594.69009789,1856730.02526689,17,7,67,41.762433527653194,-87.66496856541329,"(41.762433527653194, -87.66496856541329)"
Vacant/Abandoned Building,16-03562407,05/23/2016,Front,,Open,DOORS AND WINDOWS,Vacant,false,false,7501,S,SANGAMON,ST,60620,1171276.03009739,1855027.02762653,17,6,71,41.75765919207642,-87.64786052451295,"(41.75765919207642, -87.64786052451295)"
Vacant/Abandoned Building,16-03563180,05/23/2016,,,,,,,,6818,S,PARNELL,AVE,60621,1173746.23377441,1859697.24231173,6,7,68,41.77042045056751,-87.63866934492887,"(41.77042045056751, -87.63866934492887)"
Vacant/Abandoned Building,16-03564482,05/23/2016,,,,,,,,6601,S,STEWART,AVE,60621,1174762.13551105,1861151.28988419,6,7,68,41.77438794495807,-87.63490218729568,"(41.77438794495807, -87.63490218729568)"
Vacant/Abandoned Building,16-03567100,05/23/2016,Front,,Open,,Vacant,false,true,6504,S,MARSHFIELD,AVE,60636,1166442.88851012,1861579.08727744,15,7,67,41.775743230283624,-87.6653869195066,"(41.775743230283624, -87.6653869195066)"
Vacant/Abandoned Building,16-03568817,05/23/2016,Front,,Boarded,,Vacant,false,false,6610,S,HERMITAGE,AVE,60636,1165807.04739116,1860859.51712482,15,7,67,41.77378216416879,-87.66773827232629,"(41.77378216416879, -87.66773827232629)"
Vacant/Abandoned Building,16-03568329,05/23/2016,Front,,Boarded,,Vacant,false,false,6617,S,WOOD,ST,60636,1165480.7459183,1860804.93250064,15,7,67,41.773639300479246,-87.6689359742096,"(41.773639300479246, -87.6689359742096)"
Vacant/Abandoned Building,16-03566780,05/23/2016,Front,,Open,FRONT DOORS..,Vacant,false,false,1405,W,62ND,ST,60636,1168005.11559751,1863636.72988678,16,7,67,41.78135621806084,-87.65960084271934,"(41.78135621806084, -87.65960084271934)"
Vacant/Abandoned Building,16-03577114,05/23/2016,Rear,,Boarded,,Vacant,false,false,5711,S,ELIZABETH,ST,60636,1168963.99111559,1866905.79517203,16,7,67,41.790306251663296,-87.65599097441549,"(41.790306251663296, -87.65599097441549)"
Vacant/Abandoned Building,16-03563182,05/23/2016,,,,,,,,6818,S,PARNELL,AVE,60621,1173746.23377441,1859697.24231173,6,7,68,41.77042045056751,-87.63866934492887,"(41.77042045056751, -87.63866934492887)"
Vacant/Abandoned Building,16-03583540,05/23/2016,Front,,Open,"FRONT, WINDOWS",Vacant,false,false,26,E,102ND,PL,60628,1178302.8266116,1837018.42993441,9,5,49,41.70808482504074,-87.62265330456898,"(41.70808482504074, -87.62265330456898)"
Vacant/Abandoned Building,16-03564330,05/23/2016,,,,,,,,3908,W,66TH,PL,60629,1151461.15358932,1860219.21157596,13,8,65,41.77231770461569,-87.72034457051487,"(41.77231770461569, -87.72034457051487)"
Vacant/Abandoned Building,16-03566195,05/23/2016,,,,,,,,11935,S,PRAIRIE,AVE,60628,1180055.41320724,1825877.12499237,9,5,53,41.67747164963125,-87.61657478612827,"(41.67747164963125, -87.61657478612827)"
Vacant/Abandoned Building,16-03562244,05/23/2016,Front,,Boarded,,Vacant,false,true,12239,S,GREEN,ST,60643,1172875.77952799,1823687.05440721,34,5,53,41.67162262523785,-87.64291866384949,"(41.67162262523785, -87.64291866384949)"
Vacant/Abandoned Building,16-03562255,05/23/2016,Front,,Boarded,,Vacant,false,true,12235,S,GREEN,ST,60643,1172874.87952799,1823713.75440721,34,5,53,41.67169591426005,-87.64292117489218,"(41.67169591426005, -87.64292117489218)"
Vacant/Abandoned Building,16-03562385,05/23/2016,Rear,,Boarded,,Vacant,false,false,816,W,122ND,ST,60643,1173199.5071336,1823957.53861533,34,5,53,41.67235775496712,-87.64172588245582,"(41.67235775496712, -87.64172588245582)"
Vacant/Abandoned Building,16-03563592,05/23/2016,Front,,Open,REAR,Vacant,false,true,10619,S,WABASH,AVE,60628,1178456.12958411,1834544.69183225,9,5,49,41.7012930728561,-87.62216671429303,"(41.7012930728561, -87.62216671429303)"
Vacant/Abandoned Building,16-03564730,05/23/2016,,,,,,,,245,E,115TH,ST,60628,1180033.92958644,1828761.7998195,9,5,53,41.685388108636324,-87.61656557984664,"(41.685388108636324, -87.61656557984664)"
Vacant/Abandoned Building,16-03566490,05/23/2016,Rear,,Open,REAR,Vacant,false,false,11319,S,YALE,AVE,60628,1176628.52987225,1829906.2932704,34,5,49,41.688605845158236,-87.62899762662852,"(41.688605845158236, -87.62899762662852)"
Vacant/Abandoned Building,16-03567227,05/23/2016,Front,,Open,FRONT AND REAR,Vacant,false,true,501,E,88TH,PL,60619,1181132.0936201,1846413.08962098,9,6,44,41.73380039612034,-87.61200419866019,"(41.73380039612034, -87.61200419866019)"
Vacant/Abandoned Building,16-03608777,05/24/2016,Front,,Open,FRONT,Vacant,false,false,7407,S,STEWART,AVE,60621,1174907.71830449,1855825.89772446,6,7,69,41.75977120843833,-87.63452711446742,"(41.75977120843833, -87.63452711446742)"
Vacant/Abandoned Building,16-03604914,05/24/2016,Rear,,Boarded,,Vacant,false,true,8755,S,COTTAGE GROVE,AVE,60619,1183095.50560848,1847021.44519296,8,6,44,41.73542441243862,-87.60479241625825,"(41.73542441243862, -87.60479241625825)"
Vacant/Abandoned Building,16-03594027,05/24/2016,,,,,,,,8514,S,COLFAX,AVE,60617,1194976.93937332,1849024.17078992,7,4,46,41.74063582312997,-87.561198449261,"(41.74063582312997, -87.561198449261)"
Vacant/Abandoned Building,16-03600027,05/24/2016,,,,,,,,8126,S,INGLESIDE,AVE,60619,1183976.53743108,1851315.11977971,8,6,44,41.747186208642795,-87.60143091138727,"(41.747186208642795, -87.60143091138727)"
Vacant/Abandoned Building,16-03599518,05/24/2016,Rear,,Open,BACK DOOR,Vacant,false,true,1531,E,71ST,PL,60619,1187759.02259141,1857888.62440153,7,3,43,41.76513538721927,-87.58736217161119,"(41.76513538721927, -87.58736217161119)"
Vacant/Abandoned Building,16-03601435,05/24/2016,Front,,Open,,Vacant,false,false,1721,E,85TH,ST,60617,1189200.01587978,1848961.11199414,8,4,45,41.74060307016144,-87.58236619671405,"(41.74060307016144, -87.58236619671405)"
Vacant/Abandoned Building,16-03596707,05/24/2016,Rear,,Open,,Vacant,false,false,1218,W,72ND,PL,60636,1169415.49257063,1856710.29007017,6,7,67,41.76231876271375,-87.65463048312125,"(41.76231876271375, -87.65463048312125)"
Vacant/Abandoned Building,16-03598180,05/24/2016,Front,,Boarded,BACK DOOR AND GARAGE,Vacant,false,true,7634,S,ST LAWRENCE,AVE,60619,1181556.59748339,1854522.15337864,6,6,69,41.75604279940201,-87.61019938310203,"(41.75604279940201, -87.61019938310203)"
Vacant/Abandoned Building,16-03606318,05/24/2016,Front,,Open,GARAGE & MORE,Vacant,false,false,7755,S,MARYLAND,AVE,60619,1183246.42818484,1853768.37121234,8,6,69,41.75393519928798,-87.60403000726215,"(41.75393519928798, -87.60403000726215)"
Vacant/Abandoned Building,16-03595372,05/24/2016,,,,,,,,7110,S,EAST END,AVE,60649,1188763.98021396,1858149.23238473,7,3,43,41.765826542366234,-87.58367043390123,"(41.765826542366234, -87.58367043390123)"
Vacant/Abandoned Building,16-03598077,05/24/2016,Front,,Open,NONE,Vacant,false,false,7631,S,ST LAWRENCE,AVE,60619,1181556.09748339,1854542.25337864,6,6,69,41.756097967471014,-87.61020059630879,"(41.756097967471014, -87.61020059630879)"
Vacant/Abandoned Building,16-03599632,05/24/2016,,,,,,,,814,E,74TH,ST,60619,1182994.49729531,1856126.98987286,8,3,69,41.7604133473372,-87.60488004921942,"(41.7604133473372, -87.60488004921942)"
Vacant/Abandoned Building,16-03590368,05/24/2016,Rear,,Open,REAR,Vacant,false,true,1520,W,72ND,PL,60636,1167282.58790212,1856650.42159167,17,7,67,41.76220038980717,-87.66244959205369,"(41.76220038980717, -87.66244959205369)"
Vacant/Abandoned Building,16-03600929,05/24/2016,Front,,Open,FRONT WINDOW AND REAR DOOR,Vacant,false,true,6501,S,JUSTINE,ST,60636,1167123.71787888,1861616.8018298,16,7,67,41.77583218572478,-87.66288998362893,"(41.77583218572478, -87.66288998362893)"
Vacant/Abandoned Building,16-03593362,05/24/2016,Front,,Open,FRONT DOORS AND WINDOWS..,Vacant,false,true,6713,S,MAY,ST,60621,1169807.49412694,1860282.08122743,16,7,68,41.77211171199684,-87.65309021028833,"(41.77211171199684, -87.65309021028833)"
Vacant/Abandoned Building,16-03593527,05/24/2016,Front,,Open,FRONT AND REAR DOORS..,Vacant,false,true,6717,S,MAY,ST,60621,1169808.29412694,1860255.28122743,16,7,68,41.772038152115016,-87.65308805476538,"(41.772038152115016, -87.65308805476538)"
Vacant/Abandoned Building,16-03588855,05/24/2016,Front,,Open,,Vacant,true,false,5142,S,WOLCOTT,AVE,60609,1164554.58611512,1870580.73331191,16,9,61,41.800484926987586,-87.67205546402911,"(41.800484926987586, -87.67205546402911)"
Vacant/Abandoned Building,16-03590386,05/24/2016,Front,,Open,,Vacant,true,false,5356,S,HONORE,ST,60609,1164926.3703079,1869170.87972342,16,9,61,41.796608261256175,-87.67073186593922,"(41.796608261256175, -87.67073186593922)"
Vacant/Abandoned Building,16-03599489,05/24/2016,Front,,Open,,Vacant,true,true,8343,S,BRANDON,AVE,60617,1198935.17501914,1850107.63008347,10,4,46,41.74351054219191,-87.54665990048984,"(41.74351054219191, -87.54665990048984)"
Vacant/Abandoned Building,16-03588752,05/24/2016,Front,,Open,,Vacant,true,false,5201,S,UNION,AVE,60609,1172516.86819835,1870389.33558952,3,9,61,41.799787908876894,-87.6428609573071,"(41.799787908876894, -87.6428609573071)"
Vacant/Abandoned Building,16-03597290,05/24/2016,Front,,Open,BASEMENT AND FRONT DOOR...,Vacant,false,false,4048,W,LEXINGTON,ST,60624,1149508.10999343,1896469.48998082,24,11,26,41.8718315082729,-87.72656552845956,"(41.8718315082729, -87.72656552845956)"
Vacant/Abandoned Building,16-03595093,05/24/2016,,,,,,,,7618,S,HAMILTON,AVE,60620,1163376.62472169,1854024.79008234,18,6,71,41.75507798302942,-87.67683894881867,"(41.75507798302942, -87.67683894881867)"
Vacant/Abandoned Building,16-03595216,05/24/2016,,,,,,,,7626,S,HOYNE,AVE,60620,1163686.93986985,1854067.86452533,18,6,71,41.75518968193144,-87.67570051741139,"(41.75518968193144, -87.67570051741139)"
Vacant/Abandoned Building,16-03595290,05/24/2016,,,,,,,,7622,S,HOYNE,AVE,60620,1163686.13986985,1854094.76452533,18,6,71,41.75526351620107,-87.67570269565189,"(41.75526351620107, -87.67570269565189)"
Vacant/Abandoned Building,16-03593422,05/24/2016,,,,,,,,4263,W,81ST,ST,60652,1149320.44209075,1850455.06626674,18,8,70,41.74556482597329,-87.72844357623309,"(41.74556482597329, -87.72844357623309)"
Vacant/Abandoned Building,16-03610082,05/24/2016,Front,,Open,ALL,Vacant,false,false,8522,S,MORGAN,ST,60620,1171135.40560331,1848312.269506,21,6,71,41.739236079746206,-87.64857173856366,"(41.739236079746206, -87.64857173856366)"
Vacant/Abandoned Building,16-03599448,05/24/2016,Front,,Open,,Vacant,false,false,8901,S,LOWE,AVE,60620,1173529.74801317,1845896.63280289,21,22,71,41.73255463525946,-87.63987062289806,"(41.73255463525946, -87.63987062289806)"
Vacant/Abandoned Building,16-03591914,05/24/2016,,,,,,,,9301,S,LA SALLE,ST,60620,1176914.6393851,1843285.93619418,21,6,49,41.72531503846665,-87.62754874299459,"(41.72531503846665, -87.62754874299459)"
Vacant/Abandoned Building,16-03599087,05/24/2016,Front,,Open,NONE,Vacant,false,false,8459,S,BURLEY,AVE,60617,1199280.70636819,1849499.82701318,10,4,46,41.741834011915714,-87.54541427207097,"(41.741834011915714, -87.54541427207097)"
Vacant/Abandoned Building,16-03600555,05/24/2016,,,,,,,,336,N,AVERS,AVE,60624,1150572.93946806,1901755.96996839,37,11,26,41.8863174697369,-87.72251794186246,"(41.8863174697369, -87.72251794186246)"
Vacant/Abandoned Building,16-03589555,05/24/2016,Front,,Boarded,NOT BEING MAINTAINED .. YARD WEEDS AND PARKWAY WEEDS,Vacant,false,false,300,W,104TH,ST,60628,1176129.07002184,1835967.6083882,34,5,49,41.705250175856,-87.63064507836575,"(41.705250175856, -87.63064507836575)"
Vacant/Abandoned Building,16-03621558,05/25/2016,Front,,Boarded,,Vacant,false,false,1720,N,KEELER,AVE,60639,1148121.12556587,1911106.68110639,26,25,23,41.91202433925929,-87.73128068981516,"(41.91202433925929, -87.73128068981516)"
Vacant/Abandoned Building,16-03622108,05/25/2016,Front,,Open,,Vacant,true,true,10330,S,GREEN,ST,60643,1172472.16091697,1836340.14927145,34,22,73,41.70635358801948,-87.64402533375943,"(41.70635358801948, -87.64402533375943)"
Vacant/Abandoned Building,16-03632174,05/25/2016,Front,,Boarded,,Vacant,false,false,7409,S,CALUMET,AVE,60619,1179759.79867444,1855963.30138548,6,3,69,41.76003872295775,-87.61674020633814,"(41.76003872295775, -87.61674020633814)"
Vacant/Abandoned Building,16-03617688,05/25/2016,,,,,,,,7535,S,PRAIRIE,AVE,60619,1179342.82818006,1855109.90147973,6,6,69,41.7577064212636,-87.61829439158404,"(41.7577064212636, -87.61829439158404)"
Vacant/Abandoned Building,16-03614832,05/25/2016,Front,,Open,REAR,Vacant,false,false,7512,S,MERRILL,AVE,60649,1191845.38131477,1855579.03480671,8,4,43,41.758699463671974,-87.5724595840317,"(41.758699463671974, -87.5724595840317)"
Vacant/Abandoned Building,16-03628893,05/25/2016,Front,,Boarded,,Vacant,false,false,2910,N,RIDGEWAY,AVE,60618,1150865.25103148,1919106.58279703,30,25,21,41.933923476571245,-87.720989622698,"(41.933923476571245, -87.720989622698)"
Vacant/Abandoned Building,16-03616175,05/25/2016,Front,,Open,,Vacant,false,false,8444,S,CONSTANCE,AVE,60617,1189994.2549699,1849351.7005887,8,4,45,41.74165582614412,-87.57944369276915,"(41.74165582614412, -87.57944369276915)"
Vacant/Abandoned Building,16-03622174,05/25/2016,Front,,Open,,Vacant,false,false,5703,S,WINCHESTER,AVE,60636,1164330.54398883,1866843.39333342,15,7,67,41.7902339302542,-87.67298238404601,"(41.7902339302542, -87.67298238404601)"
Vacant/Abandoned Building,16-03620442,05/25/2016,Rear,,Boarded,,Vacant,false,false,6922,S,HONORE,ST,60636,1165212.87652428,1858777.20529082,17,7,67,41.76808062006859,-87.66997525989171,"(41.76808062006859, -87.66997525989171)"
Vacant/Abandoned Building,16-03624762,05/25/2016,,,,,,,,7919,S,ESSEX,AVE,60617,1194231.51139211,1852948.02011668,7,4,46,41.75142150887049,-87.56380100004405,"(41.75142150887049, -87.56380100004405)"
Vacant/Abandoned Building,16-03619971,05/25/2016,,,,,,,,10130,S,HOXIE,AVE,60617,1195141.35600143,1838302.42807057,7,4,51,41.71121034902887,-87.56094853177937,"(41.71121034902887, -87.56094853177937)"
Vacant/Abandoned Building,16-03620184,05/25/2016,,,,,,,,2614,W,CULLERTON,ST,60608,1159248.40751288,1890311.16987162,12,10,30,41.854737949864216,-87.69097397106044,"(41.854737949864216, -87.69097397106044)"
Vacant/Abandoned Building,16-03633066,05/25/2016,Front,,Open,REAR,Vacant,false,true,7550,S,PARNELL,AVE,60620,1173845.47249285,1855176.68361382,6,6,69,41.758013298994456,-87.63843944295685,"(41.758013298994456, -87.63843944295685)"
Vacant/Abandoned Building,16-03625226,05/25/2016,Garage,,Open,,Vacant,false,true,6416,S,PAULINA,ST,60636,1166099.82708835,1862118.26293263,15,7,67,41.77723010304463,-87.6666292281783,"(41.77723010304463, -87.6666292281783)"
Vacant/Abandoned Building,16-03615726,05/25/2016,Front,,Open,,Vacant,false,false,10214,S,EBERHART,AVE,60628,1181380.77759824,1837347.11028686,9,5,49,41.70891650594745,-87.61137168267777,"(41.70891650594745, -87.61137168267777)"
Vacant/Abandoned Building,16-03624169,05/25/2016,,,,,,,,32,E,117TH,ST,60628,1178534.10770992,1827385.23002497,9,5,53,41.681644709112945,-87.62209764198816,"(41.681644709112945, -87.62209764198816)"
Vacant/Abandoned Building,16-03628204,05/25/2016,Front,,Boarded,,Vacant,false,false,5218,S,LAFLIN,ST,60609,1167220.8023851,1870132.46812813,20,9,61,41.79919813279219,-87.66229043179767,"(41.79919813279219, -87.66229043179767)"
Vacant/Abandoned Building,16-03636345,05/25/2016,Front,,Open,FRONT AND REAR,Vacant,false,false,11261,S,HOMEWOOD,AVE,60643,1165391.74000163,1829787.61999049,19,22,75,41.688524941694915,-87.67013833715274,"(41.688524941694915, -87.67013833715274)"
Vacant/Abandoned Building,16-03634046,05/25/2016,Rear,,Open,REAR,Vacant,false,false,4840,S,CHAMPLAIN,AVE,60615,1181415.25498915,1873063.74652871,4,2,38,41.80692593723648,-87.61014588004869,"(41.80692593723648, -87.61014588004869)"
Vacant/Abandoned Building,16-03617737,05/25/2016,Front,,Open,NOT BOARDED ANYMORE,Vacant,false,true,5326,S,LOWE,AVE,60609,1172868.83841399,1869571.23419874,3,9,61,41.797535187573544,-87.64159433384981,"(41.797535187573544, -87.64159433384981)"
Vacant/Abandoned Building,16-03632782,05/25/2016,Front,,Boarded,NONE,Vacant,false,false,10105,S,LAFAYETTE,AVE,60628,1177706.35613139,1837966.25267479,9,5,49,41.71069926869263,-87.62480903857319,"(41.71069926869263, -87.62480903857319)"
Vacant/Abandoned Building,16-03624096,05/25/2016,,,,,,,,4031,N,RICHMOND,ST,60618,1155998.01187877,1926651.00831215,33,17,16,41.95452374681103,-87.70192257541403,"(41.95452374681103, -87.70192257541403)"
Vacant/Abandoned Building,16-03626443,05/25/2016,Rear,,Open,,Vacant,false,true,7219,S,TROY,ST,60629,1156620.86301017,1856578.96316725,18,8,66,41.762225832415396,-87.70152841382124,"(41.762225832415396, -87.70152841382124)"
Vacant/Abandoned Building,16-03629286,05/25/2016,Front,,Open,VARIOUS,Vacant,false,false,8824,S,HERMITAGE,AVE,60620,1166219.1369749,1846174.17752038,21,22,71,41.733474771769586,-87.66664479269221,"(41.733474771769586, -87.66664479269221)"
Vacant/Abandoned Building,16-03619889,05/25/2016,,,,,,,,11325,S,PRINCETON,AVE,60628,1176304.50730595,1829744.37647473,34,5,49,41.688168785005864,-87.6301886893858,"(41.688168785005864, -87.6301886893858)"
Vacant/Abandoned Building,16-03624247,05/25/2016,,,,,,,,9624,S,WENTWORTH,AVE,60628,1176642.60056696,1841127.67710338,21,5,49,41.71939860385984,-87.62860994237535,"(41.71939860385984, -87.62860994237535)"
